rgb_left, rgb_right
(7, 20, 33), (7, 19, 24)
(7, 21, 35), (7, 19, 24)
(7, 21, 35), (7, 19, 24)
(7, 21, 34), (7, 19, 24)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 19, 24)
(7, 20, 33), (7, 19, 23)
(6, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 22)
(7, 20, 32), (7, 18, 22)
(7, 20, 33), (7, 19, 24)
(6, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 19, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 24)
(7, 20, 33), (7, 18, 23)
(7, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(6, 20, 32), (7, 19, 23)
(7, 20, 32), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 19, 32), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 22)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 22)
(6, 20, 33), (7, 19, 24)
(6, 20, 32), (7, 18, 23)
(6, 19, 32), (7, 18, 22)
(6, 20, 32), (7, 19, 24)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 19, 23)
(6, 20, 33), (7, 18, 24)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 19, 24)
(7, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 22)
(6, 20, 32), (7, 19, 24)
(6, 20, 32), (7, 19, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 19, 24)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 19, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 19, 24)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 19, 24)
(7, 20, 33), (7, 18, 24)
(6, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 22)
(6, 20, 32), (7, 18, 24)
(6, 20, 32), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 19, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 19, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 24)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 19, 32), (7, 18, 23)
(7, 20, 33), (7, 19, 23)
(6, 20, 33), (7, 19, 23)
(7, 20, 33), (7, 19, 23)
(7, 20, 32), (7, 19, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(6, 20, 33), (7, 19, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 24)
(6, 20, 33), (7, 19, 24)
(7, 20, 33), (7, 18, 23)
(6, 20, 33), (7, 18, 23)
(6, 20, 32), (7, 18, 23)
(7, 20, 33), (7, 18, 23)
(7, 20, 32), (7, 18, 22)
