L, R, motor_r, motor_l
878, 0, 0, 0
878, 0, 0, 0
878, 0, 0, 0
878, 0, -1, 0
878, 0, -1, 0
878, 0, -2, 1
878, 0, -3, 2
878, 0, -5, 3
878, 0, -6, 4
878, 0, -6, 4
878, 0, -7, 5
878, 0, -8, 6
878, 0, -9, 7
878, 0, -10, 7
878, 0, -11, 8
878, 0, -12, 8
878, 0, -13, 9
878, 0, -14, 9
878, 0, -15, 10
878, 0, -17, 11
878, 0, -18, 12
878, 0, -19, 13
878, 0, -20, 14
878, 0, -21, 14
878, 0, -22, 15
878, 0, -24, 16
878, 0, -25, 17
878, 0, -26, 17
672, 0, -27, 18
672, 0, -28, 19
672, 0, -29, 20
672, 0, -31, 21
672, 0, -32, 22
672, 0, -33, 23
672, 0, -35, 23
672, 0, -36, 24
672, 0, -37, 25
672, 0, -38, 26
672, 0, -39, 27
672, 0, -41, 27
672, 0, -42, 28
672, 0, -43, 29
672, 0, -44, 29
672, 0, -45, 30
672, 0, -47, 31
672, 0, -48, 32
651, 0, -50, 34
651, 0, -51, 34
651, 0, -52, 35
651, 0, -53, 36
660, 0, -54, 37
660, 0, -55, 38
660, 0, -57, 39
660, 0, -58, 39
660, 0, -59, 40
660, 0, -60, 41
660, 0, -61, 41
660, 0, -63, 43
660, 0, -65, 44
644, 0, -68, 46
644, 0, -69, 47
644, 0, -70, 47
644, 0, -71, 48
630, 0, -73, 49
630, 0, -74, 50
630, 0, -75, 51
651, 0, -76, 52
651, 0, -78, 53
651, 0, -79, 53
635, 0, -81, 55
635, 0, -81, 55
635, 0, -83, 56
617, 0, -84, 57
617, 0, -85, 58
617, 0, -86, 59
617, 0, -87, 59
617, 0, -88, 60
617, 0, -89, 61
617, 0, -90, 62
617, 0, -91, 62
617, 0, -92, 63
617, 0, -93, 64
617, 0, -94, 65
617, 0, -95, 66
617, 0, -96, 67
617, 0, -97, 67
609, 0, -98, 68
609, 0, -99, 69
609, 0, -100, 70
609, 0, -101, 71
588, 0, -103, 72
588, 0, -103, 73
588, 0, -104, 73
588, 0, -105, 74
588, 0, -107, 75
588, 0, -108, 76
588, 0, -109, 77
588, 0, -110, 78
588, 0, -111, 79
588, 0, -112, 79
588, 0, -113, 80
588, 0, -114, 81
588, 0, -115, 82
588, 0, -116, 83
588, 0, -117, 84
588, 0, -118, 85
588, 0, -119, 85
588, 0, -120, 86
588, 0, -121, 87
588, 0, -122, 88
588, 0, -123, 89
588, 0, -124, 90
2550, 0, -125, 91
2550, 0, -126, 91
2550, 0, -127, 92
2550, 0, -129, 94
2550, 0, -130, 95
2550, 0, -131, 96
2550, 0, -133, 97
2550, 0, -134, 98
2550, 0, -135, 98
2550, 0, -136, 99
2550, 0, -138, 102
2550, 0, -140, 103
2550, 0, -141, 104
2550, 0, -142, 105
2550, 0, -143, 106
2550, 0, -144, 106
2550, 0, -145, 107
2550, 0, -146, 108
