L, R
1273, 0
1269, 0
1269, 0
1269, 0
1269, 0
1269, 0
1264, 0
1264, 0
1264, 0
1264, 0
1264, 0
1264, 0
1264, 0
1264, 0
1263, 0
1263, 0
1263, 0
1263, 0
1263, 0
1263, 0
1263, 0
1263, 0
1097, 0
1097, 0
1097, 0
1097, 0
1097, 0
1097, 0
1097, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1075, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1008, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
1089, 0
211, 0
211, 0
211, 0
211, 0
211, 0
211, 0
211, 0
211, 0
211, 0
211, 0
211, 0
205, 0
205, 0
205, 0
205, 0
205, 0
205, 0
195, 0
195, 0
195, 0
195, 0
195, 0
195, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
204, 0
1871, 0
1871, 0
1871, 0
1871, 0
1871, 0
1871, 0
1871, 0
1871, 0
1871, 0
1580, 0
1580, 0
1580, 0
1580, 0
1580, 0
1580, 0
1580, 0
1580, 0
1597, 0
1597, 0
1597, 0
1597, 0
1597, 0
1597, 0
1597, 0
1113, 0
1113, 0
1113, 0
1113, 0
1113, 0
1113, 0
1113, 0
1113, 0
1389, 0
1389, 0
1389, 0
1389, 0
1389, 0
1389, 0
1389, 0
1389, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
1380, 0
662, 0
662, 0
662, 0
662, 0
662, 0
662, 0
660, 0
660, 0
660, 0
660, 0
660, 0
660, 0
660, 0
661, 0
661, 0
661, 0
661, 0
661, 0
661, 0
661, 0
661, 0
660, 0
660, 0
660, 0
654, 0
654, 0
654, 0
654, 0
654, 0
654, 0
654, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
645, 0
645, 0
645, 0
645, 0
645, 0
645, 0
645, 0
645, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
641, 0
653, 0
653, 0
653, 0
653, 0
653, 0
653, 0
658, 0
658, 0
658, 0
658, 0
658, 0
658, 0
